Transit Fare ($),Micro distance based fare ($/mile),Micro start fare ($),Fleet size,Peak fare factor,Micro to fixed factor,Micro Avg. Wait Time (s),Micro Utilization Rate (%),car_users,car_mode_share (%),trsit_mode_users (W_M_F),transit_mode_share (%),pure_M_users,M_mode_share (%),M_trips,pure_F_users,F_mode_share (%),F_trips,pure_walk_users,W_mode_share (%),walk_users,M_pls_F_users,M_pls_F_mode_share (%),F_oper_cost ($),M_oper_cost ($),F_revenue ($),M_revenue ($),Total_T_revenue ($),tot_sub ($),sub_per_F_trip ($),sub_per_F_rider ($),sub_per_M_trip ($),sub_per_M_rider ($),sub_per_T_trip ($),sub_per_T_rider ($),sub_per_M_pax_mile ($/mi),sub_per_F_pax_mile ($/mi),sub_per_T_pax_mile ($/mi),sub_per_M_VMT ($/mi),sub_per_F_VMT ($/mi),sub_per_T_VMT ($/mi),tt_auto_gas_cost ($),auto_gas_cost_per_mile ($/mi),avg_M_fare,avg_F_fare,avg_T_fare,avg_auto_gas_cost,tt_o_pckt_cost ($),tt_mob_lgsm_inc_with_micro,tt_gen_cost,tt_mode_switch,F_avg_wait_time (s),avg_walk_time (s),tt_walk_time (h),car_VMT (mi),M_VMT (mi),M_PMT (mi),M_PMT/M_VMT,F_VMT (mi),F_PMT (mi),F_PMT/F_VMT,tt_VMT (mi),tt_walk_dist (mi),wghted_acc_emp_5_min,wghted_acc_emp_10_min,wghted_acc_emp_15_min,M_veh_occ,M_avg_speed (mph)
2.5197097063064575,0.8375009894371033,2.0758684873580933,6,3.0571709871292114,0.014886128716170788,-209.0720044023261,19.78869018506943,3269.0,0.8687217645495615,494.0,0.13127823545043849,296.0,0.07866064310390646,339.0,10.0,0.0026574541589157587,48.0,151.0,0.040127557799627955,303.0,37.0,0.009832580387988307,3157.5551018271553,11895.956493069043,35.38183511912601,1014.645570106118,1050.0274052252441,14003.484189670953,65.04527638975061,66.42921844059636,32.09826230962515,32.67660937826704,36.1847136684004,40.82648451799112,27.96079392203458,57.11909294565998,31.55189124267104,16.936411646917783,2.036976249378223,6.437704885195041,1399.222926965692,0.3057745999999997,3.0469836940123667,0.7528050025345959,3.0613043884117905,0.42802781491761765,2449.250332190936,2267.17532560813,4637.914954143377,291.0,459.375,533.6708857803363,44.91729955317831,4575.994627956978,642.480305144401,389.16316014860644,0.605719983994124,1532.7489791111002,54.660764128000004,0.035661915207863895,6751.223912212479,125.28160227074791,200.30253892064206,3550.6358640438084,6245.69290221045,0.5928586471698422,27.929011776199815
4.464361969381571,3.147165020927787,0.07766268867999315,4,1.8603151328861713,0.69356628973037,-197.81879096629206,18.8049914698608,3408.0,0.9056603773584906,355.0,0.09433962264150944,203.0,0.0539463194259899,208.0,2.0,0.0005314908317831517,7.0,145.0,0.0385330853042785,222.0,5.0,0.0013287270794578793,3157.5551018271553,7924.731026677267,32.97883480277699,1048.1094553997018,1081.0882902024787,10001.197838301945,446.36803814633976,446.36803814633976,33.06068063114214,33.06068063114214,46.517199247916025,47.624751610961646,30.810769139613463,298.1807177171115,42.800943200650835,16.815139224873434,2.038544020976246,5.150734684320414,1466.665911015601,0.3057745999999996,5.03898776634472,4.711262114682427,5.1480394771546605,0.4303597156735919,2547.7542012180797,1850.8398909048688,4474.383515873388,171.0,450.0,733.9299806664051,45.25901547442832,4796.5590046249845,408.954185827107,223.18889671716377,0.5457552568285021,1532.7489791111002,10.478800544,0.0068366057892121765,6738.2621695631915,126.56273257505173,262.36215896504933,3935.5024218160065,6296.89922909068,0.5381645710310218,27.925524624138447
3.9884066246449947,1.657415758818388,2.8112432146444917,5,1.3799501648172736,0.9738050932064652,-210.11607012061867,18.67283500723748,3359.0,0.8926388519798033,404.0,0.10736114802019665,248.0,0.06590486314111081,250.0,3.0,0.0007972362476747276,5.0,151.0,0.040127557799627955,246.0,2.0,0.0005314908317831517,3157.5551018271553,9905.1122232317,19.942033290863037,995.882230588756,1015.824263879619,12046.843061179236,627.5226137072584,627.5226137072584,35.636919970571775,35.636919970571775,47.24252180854602,47.61598047896931,28.471244098470173,585.5851012831595,37.85002083863933,17.518381795721467,2.0470495242840836,5.901514981817387,1441.4718638918016,0.3057745999999991,3.983528922355024,3.9884066581726074,4.0151156675083755,0.4291372027066989,2457.2961277714207,2112.4313932337877,4508.839577509885,230.0,450.0,642.4251208863446,43.89904992723355,4714.164825632363,508.5646663334427,312.9202911481363,0.615300888683778,1532.7489791111002,5.358082133,0.0034957336171950065,6755.478471076906,122.53458287978422,200.73575816230644,3519.8545646180883,6248.029500655129,0.6183507960575158,27.855259258218695
1.0581650920212269,4.357899399474263,1.0356479538604617,3,3.326832028105855,0.2931112563237548,-203.55658018656194,15.82894066006756,3422.0,0.9093808131809726,341.0,0.09061918681902738,89.0,0.023651342014350252,155.0,50.0,0.013287270794578794,105.0,149.0,0.039596066967844804,255.0,53.0,0.014084507042253521,3157.5551018271553,5925.5522709751085,100.59905588562151,1042.4139631307394,1143.0130190163609,7940.094353785904,29.113867104205085,29.679184912053728,31.50411811512496,34.38829794256598,30.53882443763809,41.354658092634914,42.828271289222684,26.570542638831128,34.66271838994409,19.712937343514447,1.9944270637938246,4.459571326928176,1458.905810062775,0.30577459999999945,7.340943402329151,0.9766898629671992,5.95319280737688,0.42633132965013876,2601.918829079136,1234.356939163411,4488.742581242852,101.0,450.0,677.6221781793431,47.9982376210368,4771.180503752691,247.71236385281364,114.01670347299688,0.4602786138714643,1532.7489791111002,115.05056887599994,0.0750615857155698,6551.641846716605,134.25742336800667,259.2909683376417,3958.2243433357557,6282.126756065528,0.4298610653340152,27.3811008550521
1.7337638512253761,2.1264553675428033,0.47604829352349043,2,3.7903709709644318,0.1684098280966282,-290.86308551969233,36.27788520402586,3387.0,0.9000797236247675,376.0,0.09992027637523253,160.0,0.04251926654265214,241.0,26.0,0.006909380813180973,86.0,132.0,0.03507839489768801,255.0,58.0,0.015413234121711401,3157.5551018271553,4016.529138646276,107.12699085749762,919.041083801894,1026.1680746593916,6147.916165814039,35.47009431360067,36.3146203686864,12.852647530474613,14.208660802038448,18.800966867932843,25.19637772874606,16.61589929538249,31.990861853598577,21.818899234049837,8.107275722643704,1.9901680918024278,3.2107157447588537,1447.24533972969,0.3057746000000001,4.2157847880820825,1.2753213197321145,4.205606863358162,0.42729416584874225,2473.4134143890815,1583.5070327833446,4542.6127649031005,200.0,476.16279069767444,609.4323548049947,43.16812513202046,4733.046301850086,382.0627496599216,186.4171177123807,0.487922776764583,1532.7489791111002,95.35310817600002,0.0622105181445294,6647.858030621108,119.76000928562203,199.56585743959582,3135.845996403062,6051.451392474058,0.4498994196997342,27.47654317461265
3.2821682393550873,4.513869187794626,1.8645614990964532,6,1.1054167235270143,0.5991051588207483,-181.16883116883116,8.79205513223402,3460.0,0.9194791389848526,303.0,0.0805208610151475,137.0,0.03640712197714589,154.0,9.0,0.0023917087430241827,25.0,141.0,0.037470103640712196,193.0,16.0,0.004251926654265214,3157.5551018271553,11785.189051215291,84.00588292685703,962.7296958016798,1046.735578728537,13896.008574313912,122.94196875601193,122.94196875601193,70.27571010008839,70.73502846675564,77.63133281739616,85.77783070564143,63.14778066291948,111.11010208093761,69.81331564077536,38.74735140621713,2.0052528240356535,7.668636217408977,1476.4969797989684,0.3057746,6.292350952952155,3.360235317074281,6.461330732892203,0.4267332311557712,2523.2325585275053,1771.420241097391,4378.467819610095,123.0,450.0,778.2268842147205,41.72160795928919,4828.710363120313,279.308364640302,171.38305165756339,0.6135979918763742,1532.7489791111002,27.662194178000004,0.018047439310018246,6640.767706871715,116.75434252889681,275.1016922910548,4314.496304059867,6348.712777005112,0.6263680370532945,27.512031653927806
4.7649607583880424,0.3688617469742894,1.3872036533430219,3,2.1482144575566053,0.8187285494059324,-515.8088996276583,48.54981677477927,3227.0,0.8575604570821154,536.0,0.14243954291788466,401.0,0.10656391177252192,404.0,6.0,0.0015944724953494552,9.0,126.0,0.03348392240233856,465.0,3.0,0.0007972362476747276,3157.5551018271553,6103.259326945854,42.88464689254761,627.2845069902755,670.1691538828231,8590.645274890187,346.0744949927342,346.0744949927342,13.554393118701926,13.554393118701926,20.800593885932656,20.9527933533907,9.813083603503301,334.9757925285711,15.142340089851757,6.594711990384184,2.032081245776412,3.6353172829500853,1371.5917277791198,0.30577459999999973,1.5526844232432562,4.764960765838623,1.6345589119093247,0.4250361722278028,2041.760881661943,2241.402343399642,4756.801065740057,675.0,450.0,349.01197010386556,45.080712805082634,4485.630028717627,830.3584490027998,558.0279391485708,0.6720325900443619,1532.7489791111002,9.298195644,0.00606635252785644,6848.737456831527,118.16855790862624,198.15818222479717,2298.248949704518,5259.381760612195,0.6113292850003224,28.76776104678016
2.1884713619947433,2.9908326966688037,2.2717648213729262,7,2.583194280974567,0.3900478482246399,-180.0,7.576019886698791,3438.0,0.9136327398352379,325.0,0.08636726016476216,131.0,0.03481264948179644,163.0,22.0,0.005846399149614669,47.0,147.0,0.03906457613606165,228.0,25.0,0.006643635397289397,3157.5551018271553,13734.723306258054,97.08310078225327,1025.0658837318922,1122.1489845141455,15770.129423571067,65.11642555414684,65.11642555414684,77.9733584204059,81.4721629649113,75.09585439795745,88.59623271669139,80.83791928796748,52.23622627888277,73.07311165738702,45.75418128824398,1.9967209521938725,8.710226681567494,1470.5824879793881,0.30577459999999884,6.570935152127514,2.065597888984112,6.304207778169356,0.427743597434377,2592.7314724935336,1715.2664648142652,4437.534398500859,128.0,450.0,679.4923948648163,43.03451834143837,4809.367710658092,277.78133199362406,157.22395547132746,0.5659989976393959,1532.7489791111002,58.58907159,0.03822483158591177,6619.898021762816,120.42840966017242,473.9628729935807,4792.554069572058,6377.6697570576025,0.5565286747613296,27.42784286617318
2.392704587429762,1.2697418872267008,1.2944201733916998,5,2.0780581682920456,0.3544633509591222,-255.09838980267435,22.4539874046696,3314.0,0.8806803082646825,449.0,0.11931969173531756,295.0,0.07839489768801489,311.0,4.0,0.0010629816635663034,17.0,137.0,0.03640712197714589,276.0,13.0,0.0034546904065904864,3157.5551018271553,9934.856744871082,35.80080916658176,932.0784181755402,967.8792273421219,12124.532619356114,183.63260545062198,183.63260545062198,28.9478402787638,29.22979976199851,36.965038473646686,38.86068147229524,24.611835667657825,140.38163894785365,31.246521735235504,14.853920486142336,2.0367029012611044,5.668751057627458,1418.873935554443,0.3057746,3.0262286304400656,2.1059299509753977,3.1021770107119293,0.4281454241262653,2386.753162896565,2286.0187728051437,4589.127936171081,300.0,450.0,557.9902508182773,42.77925256273459,4640.260948929188,606.0876881019055,365.7906077491816,0.6035275339361106,1532.7489791111002,22.237625347999998,0.014508328272315307,6779.097616142194,118.44321287053727,202.55109530666928,3645.649607583551,6264.343034857161,0.6063107004772408,27.75577738219536
4.5913633443415165,3.9600411988794804,2.5540271177887917,2,3.216160320676863,0.9100952474400401,-215.9314426299785,20.894579270468697,3483.0,0.9255912835503588,280.0,0.07440871644964124,99.0,0.02630879617326601,109.0,13.0,0.0034546904065904864,22.0,159.0,0.04225352112676056,213.0,9.0,0.0023917087430241827,3157.5551018271553,3970.5441807944403,112.30737413607636,1062.185944923855,1174.4933190599313,5953.605963561664,138.4203512586854,138.4203512586854,26.682185650188856,26.929242924727642,45.44737376764629,49.20335507075755,24.50246508596683,126.09289822418684,41.678089052045635,12.574378948779803,1.986788292925261,3.374980908838894,1492.5662513935672,0.3057745999999994,9.83505504559125,5.104880642548926,9.706556355867201,0.4285289266131402,2667.0595704534985,1189.949570498877,4401.9422250534835,90.0,450.0,762.6411555063582,45.12293503412619,4881.263032945085,231.29239604734576,118.69655667977156,0.5131883222631939,1532.7489791111002,24.150826656999996,0.015756543952164942,6645.3044081035305,126.21470779156826,278.7626543574301,3920.0604137035843,6273.496571790274,0.5044305971221058,28.048821346840654
3.111508186906576,1.2353218626230955,0.5708098970353603,7,3.485530747100711,0.6258967882022262,-196.68232809658772,15.217492779231478,3315.0,0.880946053680574,448.0,0.119053946319426,293.0,0.07786340685623173,302.0,2.0,0.0005314908317831517,11.0,144.0,0.038267339888386924,266.0,9.0,0.0023917087430241827,3157.5551018271553,13822.899069867222,36.576963156940735,904.3636342474423,940.940597404383,16039.513574289995,283.7252853336559,283.7252853336559,42.776607402714504,42.776607402714504,51.244452314025544,52.761557810164454,36.67288519841757,275.3236307357279,44.113119474779594,22.788747856711186,2.0361965208942365,7.639205286260166,1428.3069436156884,0.30577459999999934,2.994581570355769,3.325178468812794,3.095199333567049,0.43086182311182153,2369.2475410200714,2290.2205584033754,4529.585620904256,274.0,450.0,576.6274681440124,42.606362923974245,4671.110496475808,566.8821962859766,352.26395102878934,0.6214059170259807,1532.7489791111002,11.335671153,0.0073956474983751025,6770.741671872885,119.1043345695459,326.3186289074436,4330.985727448715,6343.6356815514855,0.6190614002462601,27.509132627462638
1.9350597746670246,3.5348760336637497,1.5842773262411356,4,1.5974488062784076,0.07215649727731943,-206.76785775041316,16.41348149797543,3411.0,0.9064576136061653,352.0,0.0935423863938347,152.0,0.04039330321551953,207.0,19.0,0.005049162901939941,63.0,141.0,0.037470103640712196,248.0,40.0,0.010629816635663035,3157.5551018271553,7904.5704126135215,68.92298996058305,1062.2435319965957,1131.1665219571787,9930.958992483498,49.02590653756464,52.34969681129784,33.054719230033456,35.63711916987982,36.78132960179073,47.06615636248103,35.49123392027743,43.44310419030885,37.63362882820004,19.956980626069765,2.0150932435510662,5.294809242316871,1454.25616172411,0.30577459999999873,5.532518395815603,1.1681862705183568,5.36097877704824,0.4263430553280885,2585.4226836812886,1749.9679116588443,4507.238488038571,156.0,457.14285714285717,644.729481371419,44.41469760558664,4755.974373686094,342.8538118476102,192.78920806153363,0.5623073199116816,1532.7489791111002,71.09602707799998,0.046384651398842416,6631.577164644804,124.16191579323907,247.95860353284738,3979.740982618003,6300.036451219944,0.5456641900757813,27.26773311032848
1.3528447821736336,0.14132741373032331,2.9039806444197893,4,1.3095186473801732,0.4469819013029337,-438.04828287204094,43.51723952542697,3185.0,0.8463991496146691,578.0,0.15360085038533086,446.0,0.11852245548764284,449.0,11.0,0.0029231995748073346,14.0,118.0,0.03135795907520595,434.0,3.0,0.0007972362476747276,3157.5551018271553,8098.804721173643,18.93982768058777,766.101383160883,785.0412108414707,10471.318612159328,224.1868052961834,224.1868052961834,16.331187835217726,16.331187835217726,22.616238903151896,22.763736113389843,10.947990512240974,211.88444240317705,15.295772860610008,7.484736216045991,2.0477033858256233,4.167794186668212,1343.1766220255145,0.3057745999999995,1.7062391607146614,1.3528448343276978,1.7066113279162407,0.4217195045606011,2128.217832866985,2379.3148435120615,4790.646952096725,635.0,450.0,299.4729729161796,36.10313062378387,4392.701754905465,979.6876104053875,669.7761867635934,0.6836630163021505,1532.7489791111002,14.812863269000001,0.009664246051294418,6905.138344421953,93.98303945625499,198.3613525218318,2517.0923566891784,5661.018449353105,0.6620931229097787,28.41605705864124
3.6630834341049194,2.7538798796012998,0.7534311600029469,7,3.959522459656,0.7507245130836964,-180.0,7.888736855236213,3418.0,0.9083178315174063,345.0,0.09168216848259368,157.0,0.04172203029497741,174.0,8.0,0.002125963327132607,20.0,168.0,0.044645229869784746,232.0,12.0,0.0031889449906989105,3157.5551018271553,13736.989414176003,82.44591878687771,977.8875975307906,1060.3335163176682,15834.21099968549,153.75545915201388,153.75545915201388,73.32817136002996,75.49764388547463,81.61964432827573,89.45881920726266,78.895339433543,121.50527974821424,84.66120245986029,44.73562778803334,2.0062705798203506,8.709877825550342,1477.671394889742,0.30577459999999973,5.786317145152607,4.122295939343886,5.990584837952928,0.4323204783176542,2538.0049112074103,1585.3016874284856,4459.114421547597,123.0,450.0,715.9062759622313,46.136182228677136,4832.551150061985,285.21119401968554,161.72186986270287,0.5670249739620693,1532.7489791111002,25.308440830000002,0.016511797544746912,6650.511323192771,129.1081501019488,427.04327407053205,4621.859779551768,6368.615205641013,0.558662517506403,27.2631662402262
4.134148381650448,2.3633738001808524,1.9811523109674454,2,2.7526048263534904,0.534816637635231,-298.04387313932193,32.5529028633825,3438.0,0.9136327398352379,325.0,0.08636726016476216,153.0,0.04065904863141111,166.0,12.0,0.0031889449906989105,22.0,150.0,0.03986181238373638,247.0,10.0,0.0026574541589157587,3157.5551018271553,4010.8057366348658,92.10276588620673,971.7753345635622,1063.878100449769,6104.482738012252,139.3387425427704,139.3387425427704,18.307412060670504,18.644358294915975,32.4706528617673,34.88275850292715,15.877430382733252,107.16793783721752,27.746403333263185,8.365128925464779,1.9999702349948534,3.2195849703043735,1469.0523176392674,0.3057745999999997,5.961811868488112,4.186489358463942,6.079303431141537,0.4272985217100836,2532.9304180890363,1486.944563978872,4457.309586659181,173.0,450.0,661.2154541100349,45.36672699032739,4804.36346785923,363.2974971634942,191.40568270897649,0.5268565960498167,1532.7489791111002,28.604192614,0.01866202033328945,6700.409944133824,126.04465136061962,197.79837064475166,2883.314776683841,5943.504185130572,0.5170730738039113,28.016951877470312
2.4819627867309886,0.7309299920655694,1.2083821766633642,2,3.282683244197427,0.36011516566067686,-445.97952484014036,47.26675270213659,3342.0,0.8881211799096466,421.0,0.11187882009035344,267.0,0.07095402604305076,279.0,14.0,0.0037204358224820623,26.0,129.0,0.034281158650013285,349.0,11.0,0.0029231995748073346,3157.5551018271553,4061.832021659687,61.75351828936118,695.456769839113,757.2102881284742,6462.176835358368,119.06929167453055,123.83206334151177,12.065861117636468,12.109263495757462,21.187465033961864,22.130742586843727,10.133134135683397,107.16967981745432,17.895733692103082,6.344507355685093,2.019770768552831,3.1318923492182713,1431.1383167395334,0.3057745999999995,2.501643056975227,2.4701407315744475,2.5931859182481993,0.4282281019567724,2188.3486048680074,1735.0981433504842,4602.882996533096,378.0,467.3076923076923,435.4174154358841,42.211299440867656,4680.370170509701,530.5967923268435,332.2146146241199,0.6261150075318931,1532.7489791111002,28.886916419,0.01884647571956148,6743.715941947645,114.41342331943208,197.73420947826386,2301.1416088921665,5187.620695253111,0.5341671147290576,28.303968249281482
3.9358526683733692,1.9231004396654656,0.0,2,3.9549447844187973,0.2294380583381739,-333.2258487614475,36.45273369252337,3385.0,0.8995482327929843,378.0,0.10045176720701568,186.0,0.04942864735583311,227.0,7.0,0.0018602179112410311,32.0,160.0,0.04251926654265214,278.0,25.0,0.006643635397289397,3157.5551018271553,4022.723664411397,83.35160879047271,914.879527928698,998.2311367191708,6182.047629519382,96.06885915739633,96.06885915739633,13.6909433325229,14.729119130249757,23.8689097664841,28.35801664917148,14.373013747106889,88.35367663620052,24.627511226443296,7.7237952938699515,2.005679687237196,3.1946558149023976,1453.4938167908838,0.3057746,4.335921933311365,2.604737774702272,4.579041911555829,0.42939256035181206,2451.7249535100545,1502.6272339836034,4523.69825991051,255.0,506.25,659.224764345052,50.906801246645685,4753.481213910128,402.3726702013015,216.22773004779665,0.5373817509514771,1532.7489791111002,34.794290516000004,0.022700579801513583,6688.60286322253,140.4131712629195,197.04459181716152,2725.081172616769,5727.496574794175,0.4907472461559682,28.209006388799093
2.7444940103066093,2.5115995659265513e-16,1.8750050013506856,2,1.876885378793931,0.5175412111443862,-463.3510137221611,57.4527119886156,3147.0,0.8363008238107893,616.0,0.16369917618921073,463.0,0.12304012755779963,476.0,12.0,0.0031889449906989105,25.0,128.0,0.03401541323412171,635.0,13.0,0.0034546904065904864,3157.5551018271553,4111.743513023847,68.61234903335571,446.25119161605835,514.8635406494141,6754.435074201589,123.55771011175199,123.55771011175199,7.700614120604599,7.700614120604599,13.481906335731713,13.841055479921287,4.6977969184359205,130.76184400436148,8.402288717968002,5.279855529285871,2.015295912697457,3.0329884991699294,1308.5211077462836,0.30577460000000034,0.9375025033950806,2.7444939613342285,1.0550482390356846,0.41579952581705865,1823.3846483956977,1923.1310327968986,4766.1458793210395,852.0,468.0,293.2044318480809,51.718003950980936,4279.364956233389,694.2410263076965,780.2577218744854,1.1239003347645218,1532.7489791111002,23.622661306999998,0.015411956966821589,6506.354961652186,133.1390114340092,198.1965047880626,2289.3624701887725,4888.564803560813,0.6478738636907363,30.039893913263636
2.1842204497735507,3.1958004987069004,0.0,2,1.9782263375232152,0.42860944173674137,-266.1767886353267,37.34797385979565,3401.0,0.9038001594472496,362.0,0.09619984055275047,176.0,0.04677119319691735,232.0,15.0,0.003986181238373638,56.0,133.0,0.03534414031357959,248.0,38.0,0.010098325803879883,3157.5551018271553,4024.7944363467554,114.51971351092439,1002.473514304274,1116.9932278151985,6065.356310358711,54.33991764850413,57.41576204370247,13.027245353631386,14.122994962815334,21.060264966523302,26.486272097636295,14.47357240750047,47.068077494585005,22.179376097936927,7.3866103987329215,1.9853449128251932,3.123395513901174,1451.8716753159745,0.30577459999999906,4.684455674319037,2.1607493115268754,4.877699684782526,0.42689552346838416,2568.864903131173,1624.328519400893,4528.886583663923,200.0,474.10714285714283,638.8459456789483,44.00938736899421,4748.176190291734,409.1620863828045,208.81651308672485,0.5103515697966209,1532.7489791111002,64.65178843700001,0.04218028478120015,6690.087255785639,122.13125723048267,197.20942653985085,3000.282713018308,6038.907893918195,0.4758089567160546,28.1332983920435
1.9050276777893123,1.5855918410196044,0.7092208383725706,2,1.0708477497830557,0.46493977386617036,-463.61429736356524,49.447403691333925,3319.0,0.8820090353441403,444.0,0.11799096465585969,285.0,0.07573744352909913,304.0,9.0,0.0023917087430241827,27.0,132.0,0.03507839489768801,363.0,18.0,0.0047834174860483655,3157.5551018271553,4071.4323402954237,50.90142034715825,693.2638128945651,744.1652332417234,6484.822208880856,115.06124746222211,115.06124746222211,11.112396471713351,11.149071047527586,19.591607881815275,20.78468656692582,9.441282611996698,94.61557112046306,16.60039237985366,6.010192703907021,2.0268509219831055,3.095643214231685,1417.7239355073611,0.3057746000000002,2.287999382490314,1.8852377906354907,2.385144978338857,0.4271539426054116,2161.8891687490845,1725.6607694834452,4640.994717307452,428.0,466.6666666666667,456.5973314285802,46.040230919048504,4636.500008527067,562.0732468702421,357.8082201573271,0.6365864629738004,1532.7489791111002,32.834486382,0.02142195938766306,6731.322234508409,124.25817011328961,197.79844460528747,2315.043865317557,5100.101120772883,0.5234891500620661,28.76071952426674
2.267643411043367,3.970504579599674,1.6683383692560197e-15,2,1.0,0.9939086467999321,-342.02313666757277,37.17436297067993,3410.0,0.9061918681902738,353.0,0.09380813180972629,201.0,0.05341482859420675,217.0,13.0,0.0034546904065904864,27.0,125.0,0.03321817698644698,260.0,14.0,0.0037204358224820623,3157.5551018271553,4024.461360861849,70.1864428090148,840.8973751707433,911.0838179797581,6270.932644709245,114.34698737104225,114.34698737104225,14.670801777378367,14.807274352051655,25.700543625857563,27.504090546970374,14.87971612168625,89.30299012108247,25.232591356541867,7.801513730141329,2.014268938419795,3.2310754362646894,1464.6952354163825,0.3057745999999993,3.911150582189504,2.5994978818153633,3.995981657805957,0.4295293945502588,2375.7790533961406,1684.2004045009674,4495.236564515912,229.0,466.6666666666667,581.6468363471213,42.00782706951431,4790.114140992699,408.0700356126187,213.9532743538878,0.5243052801774297,1532.7489791111002,34.571839698,0.022555447871216022,6730.933155716418,115.7845594221187,198.8604292647691,2827.1207316303467,5734.293663022324,0.4880502870896264,28.07429678753323
1.6431383968306876,0.0,2.1823393248457585,2,1.0030450168668463,0.886607150211193,-498.53341898611745,56.998720149651895,3173.0,0.8432102046239702,590.0,0.15678979537602977,424.0,0.11267605633802817,442.0,17.0,0.00451767207015679,35.0,131.0,0.03481264948179644,584.0,18.0,0.0047834174860483655,3157.5551018271553,4104.048082490547,57.5098443031311,482.2970139980316,539.8068583011627,6721.79632601654,88.57272164354355,88.57272164354355,8.194006942290759,8.194006942290759,14.091816197099664,14.64443644012318,5.238317469522443,92.11160346388166,9.270788648461668,5.413596944442697,2.0225394371633243,3.0529208985052745,1329.5368572925456,0.30577460000000006,1.0911697149276733,1.6431384086608887,1.176049800220398,0.4190157129822079,1869.3437155937083,1883.986435131301,4793.724004993376,783.0,450.0,319.695876985975,51.86177559994706,4348.094502592908,669.010106526384,691.3958708238996,1.0334610255945853,1532.7489791111002,33.655317473000004,0.02195748810253197,6549.853588230392,134.49742335615738,198.19334380080818,2291.63114399746,4891.310445852778,0.6138265573828185,29.319762697352907
2.978480245638146,0.0,2.0495094056821275,2,1.0,0.03158073902408696,-474.8723843459325,57.390041444325576,3168.0,0.8418814775445124,595.0,0.15811852245548763,445.0,0.11825671007175126,458.0,12.0,0.0031889449906989105,26.0,125.0,0.03321817698644698,628.0,13.0,0.0034546904065904864,3157.5551018271553,4108.2474992099,74.65013369501726,469.33762669563293,543.9877603906502,6721.814840646405,118.57326800508223,123.31619872528552,7.945218062258224,7.945218062258224,13.888047191418192,14.30173370350299,4.949618872318053,126.6194402814696,8.849876321556689,5.329559852232275,2.011356725822145,3.0339566265399274,1318.9411645528432,0.30577459999999995,1.0247546434402466,2.9860053478006905,1.1574207667886176,0.41633243830582173,1862.9289249434935,1936.4274521225636,4778.3589618897295,840.0,484.61538461538464,306.5237167231191,53.471359472810775,4313.442531043597,682.7786859340958,735.18991388726,1.0767616638200435,1532.7489791111002,24.347801264,0.01588505462787535,6528.970196088793,137.2381482709124,198.31147169237417,2297.339266727688,4905.824495321456,0.6457163075580644,29.635923774251474
1.0554212210736231,0.0,3.0,2,2.1078433645480548,0.06483479433122945,-494.3862226547894,56.73717051486623,3230.0,0.8583576933297901,533.0,0.14164230667020994,345.0,0.09168216848259368,366.0,27.0,0.007175126229072549,49.0,140.0,0.03720435822482062,509.0,21.0,0.005580653733723093,3157.5551018271553,4103.331454344354,50.797075232971636,549.0,599.7970752329717,6661.089480938537,63.403225032534365,64.7241255540455,9.711288126623918,9.711288126623918,16.05081802635792,16.949337101624778,6.286133883018104,64.68689190978364,10.858376314337743,5.331546449960896,2.026918999088756,3.0285808649495425,1359.6459371392857,0.3057745999999999,1.5,1.058272400686909,1.5262012092442028,0.4209430145942061,1959.4430123722573,1841.7776934254932,4733.96525436704,613.0,468.3673469387755,335.68866714475365,47.46264766018878,4446.562720184365,666.6605060470631,565.4240778972791,0.8481439544843276,1532.7489791111002,48.02762870300001,0.0313343080684047,6645.9722053425285,124.74068915280941,198.2457184701607,2297.272862987681,4959.822543029718,0.6109212681717545,29.313840947791945
